country_code,country_name,year,indicator_code,value
TEC,Europe & Central Asia (IDA & IBRD countries),2015,GB.XPD.RSDV.GD.ZS,0.880670374935927
TEC,Europe & Central Asia (IDA & IBRD countries),2014,GB.XPD.RSDV.GD.ZS,0.857834097660022
TEC,Europe & Central Asia (IDA & IBRD countries),2013,GB.XPD.RSDV.GD.ZS,0.833029484110431
TEC,Europe & Central Asia (IDA & IBRD countries),2012,GB.XPD.RSDV.GD.ZS,0.84688472495892
TEC,Europe & Central Asia (IDA & IBRD countries),2011,GB.XPD.RSDV.GD.ZS,0.814193621082567
TEC,Europe & Central Asia (IDA & IBRD countries),2010,GB.XPD.RSDV.GD.ZS,0.852646127041152
TEC,Europe & Central Asia (IDA & IBRD countries),2009,GB.XPD.RSDV.GD.ZS,0.887348395541812
TEC,Europe & Central Asia (IDA & IBRD countries),2008,GB.XPD.RSDV.GD.ZS,0.790089119097277
TEC,Europe & Central Asia (IDA & IBRD countries),2007,GB.XPD.RSDV.GD.ZS,0.809569692825588
TEC,Europe & Central Asia (IDA & IBRD countries),2006,GB.XPD.RSDV.GD.ZS,0.756156434581896
TEC,Europe & Central Asia (IDA & IBRD countries),2005,GB.XPD.RSDV.GD.ZS,0.749885726257765
EUU,European Union,2023,GB.XPD.RSDV.GD.ZS,2.26277335792334
EUU,European Union,2022,GB.XPD.RSDV.GD.ZS,2.22738255907949
EUU,European Union,2021,GB.XPD.RSDV.GD.ZS,2.23759475780294
EUU,European Union,2020,GB.XPD.RSDV.GD.ZS,2.27883471874776
EUU,European Union,2019,GB.XPD.RSDV.GD.ZS,2.20604524104576
EUU,European Union,2018,GB.XPD.RSDV.GD.ZS,2.16898015703787
EUU,European Union,2017,GB.XPD.RSDV.GD.ZS,2.13740034854764
EUU,European Union,2016,GB.XPD.RSDV.GD.ZS,2.10185669802771
EUU,European Union,2015,GB.XPD.RSDV.GD.ZS,2.10239096009599
EUU,European Union,2014,GB.XPD.RSDV.GD.ZS,2.10270987842797
EUU,European Union,2013,GB.XPD.RSDV.GD.ZS,2.08261388828457
EUU,European Union,2012,GB.XPD.RSDV.GD.ZS,2.06377077141031
EUU,European Union,2011,GB.XPD.RSDV.GD.ZS,2.00154542952096
EUU,European Union,2010,GB.XPD.RSDV.GD.ZS,1.95746478625747
EUU,European Union,2009,GB.XPD.RSDV.GD.ZS,1.95713168877559
EUU,European Union,2008,GB.XPD.RSDV.GD.ZS,1.8661672832882
EUU,European Union,2007,GB.XPD.RSDV.GD.ZS,1.7898576785882
EUU,European Union,2006,GB.XPD.RSDV.GD.ZS,1.79606382481232
EUU,European Union,2005,GB.XPD.RSDV.GD.ZS,1.77672615610278
,High income,2023,GB.XPD.RSDV.GD.ZS,2.87543396727734
,High income,2022,GB.XPD.RSDV.GD.ZS,2.84261638625838
,High income,2021,GB.XPD.RSDV.GD.ZS,2.81076375254701
,High income,2020,GB.XPD.RSDV.GD.ZS,2.86059219799692
,High income,2019,GB.XPD.RSDV.GD.ZS,2.68552170916288
,High income,2018,GB.XPD.RSDV.GD.ZS,2.60560777709804
,High income,2017,GB.XPD.RSDV.GD.ZS,2.53253279810324
,High income,2016,GB.XPD.RSDV.GD.ZS,2.50278193883138
,High income,2015,GB.XPD.RSDV.GD.ZS,2.44759233839061
,High income,2014,GB.XPD.RSDV.GD.ZS,2.41424030271251
,High income,2013,GB.XPD.RSDV.GD.ZS,2.31919481093035
,High income,2012,GB.XPD.RSDV.GD.ZS,2.32503064520049
,High income,2011,GB.XPD.RSDV.GD.ZS,2.30585675825837
,High income,2010,GB.XPD.RSDV.GD.ZS,2.31509136979629
,High income,2009,GB.XPD.RSDV.GD.ZS,2.34329864591813
,High income,2008,GB.XPD.RSDV.GD.ZS,2.26522733558959
,High income,2007,GB.XPD.RSDV.GD.ZS,2.20056788092079
,High income,2006,GB.XPD.RSDV.GD.ZS,2.20543482485767
,High income,2005,GB.XPD.RSDV.GD.ZS,2.18546504052235
IBD,IBRD only,2023,GB.XPD.RSDV.GD.ZS,1.8752807844862
IBD,IBRD only,2022,GB.XPD.RSDV.GD.ZS,1.83450349802395
IBD,IBRD only,2021,GB.XPD.RSDV.GD.ZS,1.77054384540358
IBD,IBRD only,2020,GB.XPD.RSDV.GD.ZS,1.58734956120548
IBD,IBRD only,2019,GB.XPD.RSDV.GD.ZS,1.43141463649453
IBD,IBRD only,2018,GB.XPD.RSDV.GD.ZS,1.38963654884501
IBD,IBRD only,2017,GB.XPD.RSDV.GD.ZS,1.33446805150401
IBD,IBRD only,2016,GB.XPD.RSDV.GD.ZS,1.35801073355302
IBD,IBRD only,2015,GB.XPD.RSDV.GD.ZS,1.34020427008938
IBD,IBRD only,2014,GB.XPD.RSDV.GD.ZS,1.2963753622998
IBD,IBRD only,2013,GB.XPD.RSDV.GD.ZS,1.1716062297587
IBD,IBRD only,2012,GB.XPD.RSDV.GD.ZS,1.17518591669319
IBD,IBRD only,2011,GB.XPD.RSDV.GD.ZS,1.08697002159114
IBD,IBRD only,2010,GB.XPD.RSDV.GD.ZS,1.07214548766582
IBD,IBRD only,2009,GB.XPD.RSDV.GD.ZS,1.00674702346533
IBD,IBRD only,2008,GB.XPD.RSDV.GD.ZS,0.926059579315417
IBD,IBRD only,2007,GB.XPD.RSDV.GD.ZS,0.879039992116509
IBD,IBRD only,2006,GB.XPD.RSDV.GD.ZS,0.851756786017962
IBD,IBRD only,2005,GB.XPD.RSDV.GD.ZS,0.820702993603394
IBT,IDA & IBRD total,2023,GB.XPD.RSDV.GD.ZS,1.83676717753263
IBT,IDA & IBRD total,2022,GB.XPD.RSDV.GD.ZS,1.81332330587806
IBT,IDA & IBRD total,2021,GB.XPD.RSDV.GD.ZS,1.74106452597515
IBT,IDA & IBRD total,2020,GB.XPD.RSDV.GD.ZS,1.5739543653088
IBT,IDA & IBRD total,2019,GB.XPD.RSDV.GD.ZS,1.38371472102598
IBT,IDA & IBRD total,2018,GB.XPD.RSDV.GD.ZS,1.37742122178945
IBT,IDA & IBRD total,2017,GB.XPD.RSDV.GD.ZS,1.30445207761074
IBT,IDA & IBRD total,2016,GB.XPD.RSDV.GD.ZS,1.34300113319404
IBT,IDA & IBRD total,2015,GB.XPD.RSDV.GD.ZS,1.30949018439984
IBT,IDA & IBRD total,2014,GB.XPD.RSDV.GD.ZS,1.28385612898363
IBT,IDA & IBRD total,2013,GB.XPD.RSDV.GD.ZS,1.1527806798398
IBT,IDA & IBRD total,2012,GB.XPD.RSDV.GD.ZS,1.17030194642158
IBT,IDA & IBRD total,2011,GB.XPD.RSDV.GD.ZS,1.07405881316922
IBT,IDA & IBRD total,2010,GB.XPD.RSDV.GD.ZS,1.05709931860512
IBT,IDA & IBRD total,2009,GB.XPD.RSDV.GD.ZS,0.993350210659469
IBT,IDA & IBRD total,2008,GB.XPD.RSDV.GD.ZS,0.916378319952868
IBT,IDA & IBRD total,2007,GB.XPD.RSDV.GD.ZS,0.849371845962723
IBT,IDA & IBRD total,2006,GB.XPD.RSDV.GD.ZS,0.845868501332795
IBT,IDA & IBRD total,2005,GB.XPD.RSDV.GD.ZS,0.804681362613175
IDB,IDA blend,2019,GB.XPD.RSDV.GD.ZS,0.239077012351723
IDB,IDA blend,2007,GB.XPD.RSDV.GD.ZS,0.289114982839005
LTE,Late-demographic dividend,2023,GB.XPD.RSDV.GD.ZS,2.09034358877655
LTE,Late-demographic dividend,2022,GB.XPD.RSDV.GD.ZS,2.02080468716553
LTE,Late-demographic dividend,2021,GB.XPD.RSDV.GD.ZS,1.96116789365958
LTE,Late-demographic dividend,2020,GB.XPD.RSDV.GD.ZS,1.9287748714655
LTE,Late-demographic dividend,2019,GB.XPD.RSDV.GD.ZS,1.76617643616171
LTE,Late-demographic dividend,2018,GB.XPD.RSDV.GD.ZS,1.6710773045223
LTE,Late-demographic dividend,2017,GB.XPD.RSDV.GD.ZS,1.64865821073684
LTE,Late-demographic dividend,2016,GB.XPD.RSDV.GD.ZS,1.64436355816066
LTE,Late-demographic dividend,2015,GB.XPD.RSDV.GD.ZS,1.58029436811179
LTE,Late-demographic dividend,2014,GB.XPD.RSDV.GD.ZS,1.5185508624373
LTE,Late-demographic dividend,2013,GB.XPD.RSDV.GD.ZS,1.45865029570522
LTE,Late-demographic dividend,2012,GB.XPD.RSDV.GD.ZS,1.41694330377263
LTE,Late-demographic dividend,2011,GB.XPD.RSDV.GD.ZS,1.27965214501074
LTE,Late-demographic dividend,2010,GB.XPD.RSDV.GD.ZS,1.30584151297195
LTE,Late-demographic dividend,2009,GB.XPD.RSDV.GD.ZS,1.26336412549039
LTE,Late-demographic dividend,2008,GB.XPD.RSDV.GD.ZS,1.0897775068919
LTE,Late-demographic dividend,2007,GB.XPD.RSDV.GD.ZS,1.05433130799235
LTE,Late-demographic dividend,2006,GB.XPD.RSDV.GD.ZS,1.02256832302327
LTE,Late-demographic dividend,2005,GB.XPD.RSDV.GD.ZS,1.0155841204369
LCN,Latin America & Caribbean,2023,GB.XPD.RSDV.GD.ZS,0.682681546543488
LCN,Latin America & Caribbean,2022,GB.XPD.RSDV.GD.ZS,0.657401382768952
LCN,Latin America & Caribbean,2021,GB.XPD.RSDV.GD.ZS,0.617603270264567
LCN,Latin America & Caribbean,2020,GB.XPD.RSDV.GD.ZS,0.644615222117082
LCN,Latin America & Caribbean,2019,GB.XPD.RSDV.GD.ZS,0.626038248103588
LCN,Latin America & Caribbean,2018,GB.XPD.RSDV.GD.ZS,0.638182174027151
LCN,Latin America & Caribbean,2017,GB.XPD.RSDV.GD.ZS,0.647229574033165
LCN,Latin America & Caribbean,2016,GB.XPD.RSDV.GD.ZS,0.687370788747671
LCN,Latin America & Caribbean,2015,GB.XPD.RSDV.GD.ZS,0.728873328202675
LCN,Latin America & Caribbean,2014,GB.XPD.RSDV.GD.ZS,0.753258371465564
LCN,Latin America & Caribbean,2013,GB.XPD.RSDV.GD.ZS,0.712916414074282
LCN,Latin America & Caribbean,2012,GB.XPD.RSDV.GD.ZS,0.680454956322769
LCN,Latin America & Caribbean,2011,GB.XPD.RSDV.GD.ZS,0.707866275754934
LCN,Latin America & Caribbean,2010,GB.XPD.RSDV.GD.ZS,0.732677520135218
LCN,Latin America & Caribbean,2009,GB.XPD.RSDV.GD.ZS,0.692091567954177
LCN,Latin America & Caribbean,2008,GB.XPD.RSDV.GD.ZS,0.666022153469657
LCN,Latin America & Caribbean,2007,GB.XPD.RSDV.GD.ZS,0.619133423938285
LCN,Latin America & Caribbean,2006,GB.XPD.RSDV.GD.ZS,0.582094975874306
LCN,Latin America & Caribbean,2005,GB.XPD.RSDV.GD.ZS,0.582452907203088
LAC,Latin America & Caribbean (excluding high income),2023,GB.XPD.RSDV.GD.ZS,0.696974020068996
LAC,Latin America & Caribbean (excluding high income),2022,GB.XPD.RSDV.GD.ZS,0.692892011042687
LAC,Latin America & Caribbean (excluding high income),2021,GB.XPD.RSDV.GD.ZS,0.65529864902249
LAC,Latin America & Caribbean (excluding high income),2020,GB.XPD.RSDV.GD.ZS,0.68037634277728
LAC,Latin America & Caribbean (excluding high income),2019,GB.XPD.RSDV.GD.ZS,0.654956262674072
LAC,Latin America & Caribbean (excluding high income),2018,GB.XPD.RSDV.GD.ZS,0.6718672554356
LAC,Latin America & Caribbean (excluding high income),2017,GB.XPD.RSDV.GD.ZS,0.679763769120232
LAC,Latin America & Caribbean (excluding high income),2016,GB.XPD.RSDV.GD.ZS,0.725578487221862
LAC,Latin America & Caribbean (excluding high income),2015,GB.XPD.RSDV.GD.ZS,0.776243138884855
LAC,Latin America & Caribbean (excluding high income),2014,GB.XPD.RSDV.GD.ZS,0.787574646118715
LAC,Latin America & Caribbean (excluding high income),2013,GB.XPD.RSDV.GD.ZS,0.749622792342875
LAC,Latin America & Caribbean (excluding high income),2012,GB.XPD.RSDV.GD.ZS,0.708589003230844
LAC,Latin America & Caribbean (excluding high income),2011,GB.XPD.RSDV.GD.ZS,0.736272397999331
LAC,Latin America & Caribbean (excluding high income),2010,GB.XPD.RSDV.GD.ZS,0.764511449354682
LAC,Latin America & Caribbean (excluding high income),2009,GB.XPD.RSDV.GD.ZS,0.725638857108893
LAC,Latin America & Caribbean (excluding high income),2008,GB.XPD.RSDV.GD.ZS,0.691201264416505
LAC,Latin America & Caribbean (excluding high income),2007,GB.XPD.RSDV.GD.ZS,0.645585302967232
LAC,Latin America & Caribbean (excluding high income),2006,GB.XPD.RSDV.GD.ZS,0.591373785826759
